,price,mileage,registration_date,engine_power,brand,model,registration_year,colour,type,fuel_type,is_after_accident,engine_size
587,"
€ 7.826,-
",75.000 km,09/2016,55 kW,Hyundai,i20,2016,Schwarz,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,"
1.055 kg
"
588,"
€ 7.900,-
",90.500 km,06/2016,62 kW,Hyundai,i20,2016,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
589,"
€ 7.900,-
",51.000 km,05/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
590,"
€ 7.940,-
",71.121 km,09/2016,55 kW,Hyundai,i20,2016,Schwarz,Limousine,Super 95,,no_data
591,"
€ 7.950,-
",45.500 km,12/2016,55 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
592,"
€ 7.990,-
",39.700 km,11/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
593,"
€ 7.990,-
",79.000 km,08/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
594,,92.584 km,04/2016,62 kW,Hyundai,i20,2016,Grau,Kleinwagen,Super 95,,"
4
"
595,"
€ 7.990,-
",72.500 km,09/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Benzin,,"
1.248 cm³
"
596,"
€ 7.999,-
",63.000 km,03/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,no_data
597,"
€ 7.999,-
",46.700 km,08/2016,54 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,no_data_about_accident,"
2 cm³
"
598,"
€ 8.000,-
",64.000 km,10/2016,55 kW,Hyundai,i20,2016,Blau,Coupé,Benzin,no_data_about_accident,"
1.248 cm³
"
599,"
€ 8.330,-
",89.500 km,09/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,"
Front
"
600,,53.000 km,01/2016,74 kW,Hyundai,i20,2016,Schwarz,Coupé,Benzin,no_data_about_accident,"
1.368 cm³
"
601,"
€ 8.450,-
",39.980 km,07/2016,55 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Benzin,,no_data
602,"
€ 8.485,-
",41.650 km,08/2016,55 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,no_data_about_accident,no_data
603,"
€ 8.490,-
",56.761 km,12/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Super 95,,"
1.248 cm³
"
604,"
€ 8.490,-
",64.000 km,07/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
605,"
€ 8.499,-
",29.000 km,12/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.248 cm³
"
606,"
€ 8.590,-
",70.750 km,05/2016,74 kW,Hyundai,i20,2016,Braun,Coupé,Super 95,no_data_about_accident,"
1.368 cm³
"
607,"
€ 8.595,-
",43.500 km,11/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
608,"
€ 8.599,-
",39.000 km,07/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,no_data
609,"
€ 8.650,-
",45.400 km,09/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
610,"
€ 8.699,-
",32.000 km,12/2016,55 kW,Hyundai,i20,2016,Silber,Limousine,Diesel,no_data_about_accident,"
1.120 cm³
"
611,"
€ 8.750,-
",121.000 km,10/2016,74 kW,Hyundai,i20,2016,Schwarz,Sonstige,Super 95,,"
998 cm³
"
612,"
€ 8.750,-
",91.891 km,05/2016,74 kW,Hyundai,i20,2016,Schwarz,Limousine,Super 95 / Super E10 95 / Super Plus 98,no_data_about_accident,"
998 cm³
"
613,,40.108 km,06/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,no_data
614,"
€ 8.785,-
",62.350 km,11/2016,55 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Super 95,no_data_about_accident,no_data
615,"
€ 8.790,-
",100.000 km,09/2016,55 kW,Hyundai,i20,2016,Schwarz,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,no_data
616,"
€ 8.790,-
",63.000 km,02/2016,74 kW,Hyundai,i20,2016,Silber,Coupé,Super 95,,no_data
617,"
€ 8.798,-
",38.168 km,02/2016,62 kW,Hyundai,i20,2016,Blau,Limousine,Super 95,,"
1.248 cm³
"
618,"
€ 8.800,-
",43.000 km,12/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.248 cm³
"
619,"
€ 8.880,-
",73.223 km,04/2016,55 kW,Hyundai,i20,2016,Weiß,Sonstige,Diesel (Rußpartikelfilter),no_data_about_accident,no_data
620,"
€ 8.899,-
",81.708 km,09/2016,55 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,no_data_about_accident,no_data
621,"
€ 8.900,-
",31.803 km,08/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,no_data
622,"
€ 8.900,-
",58.035 km,05/2016,74 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
623,"
€ 8.900,-
",61.490 km,07/2016,55 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Super 95 (Rußpartikelfilter),,no_data
624,"
€ 8.900,-
",41.000 km,07/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
998 cm³
"
625,"
€ 8.950,-
",72.405 km,04/2016,74 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,,"
1.368 cm³
"
626,"
€ 8.950,-
",28.477 km,07/2016,74 kW,Hyundai,i20,2016,Kleinwagen,Schaltgetriebe,,no_data_about_accident,no_data
627,"
€ 8.950,-
",25.500 km,11/2016,62 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,,no_data
628,"
€ 8.985,-
",43.850 km,03/2016,62 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Benzin,no_data_about_accident,no_data
629,"
€ 8.988,-
",47.700 km,01/2016,62 kW,Hyundai,i20,2016,Silber,Kleinwagen,Super 95,,"
Front
"
630,"
€ 8.989,-
",46.545 km,07/2016,55 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
631,"
€ 8.990,-
",90.510 km,02/2016,62 kW,Hyundai,i20,2016,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
632,"
€ 8.990,-
",57.980 km,03/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
633,"
€ 8.990,-
",23.500 km,11/2016,55 kW,Hyundai,i20,2016,Braun,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
634,"
€ 9.300,-
",59.670 km,02/2016,62 kW,Hyundai,i20,2016,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
635,"
€ 9.300,-
",32.600 km,07/2016,62 kW,Hyundai,i20,2016,Silber,Limousine,Super 95 / Super Plus 98,,"
1.248 cm³
"
636,"
€ 9.390,-
",39.065 km,05/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Super 95,no_data_about_accident,no_data
637,"
€ 9.480,-
",79.000 km,12/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
638,"
€ 9.490,-
",21.600 km,10/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,"
1.055 kg
"
639,"
€ 9.490,-
",38.758 km,05/2016,62 kW,Hyundai,i20,2016,Schwarz,Limousine,Super E10 95 / Super 95 / Super Plus 98 / Super Plus E10 98,no_data_about_accident,"
1.248 cm³
"
640,"
€ 9.500,-
",37.700 km,06/2016,62 kW,Hyundai,i20,2016,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
641,"
€ 9.500,-
",19.500 km,09/2016,55 kW,Hyundai,i20,2016,Grau,Limousine,Benzin,,"
1.248 cm³
"
642,"
€ 9.550,-
",27.637 km,07/2016,62 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,no_data_about_accident,no_data
643,"
€ 9.550,-
",33.445 km,02/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
644,"
€ 9.699,-
",36.500 km,11/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.248 cm³
"
645,"
€ 9.700,-
",29.750 km,09/2016,55 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.248 cm³
"
646,"
€ 9.780,-
",53.500 km,06/2016,62 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Super 95,,no_data
647,"
€ 9.790,-
",57.000 km,12/2016,88 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super E10 95,,"
998 cm³
"
648,"
€ 9.790,-
",21.600 km,07/2016,55 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Benzin,,"
1.248 cm³
"
649,"
€ 9.800,-
",51.220 km,09/2016,74 kW,Hyundai,i20,2016,Limousine,Schaltgetriebe,,,"
998 cm³
"
650,"
€ 9.800,-
",30.055 km,03/2016,74 kW,Hyundai,i20,2016,Grau,Limousine,Benzin,,"
1.368 cm³
"
651,"
€ 9.800,-
",33.434 km,03/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.248 cm³
"
652,"
€ 9.850,-
",58.935 km,03/2016,74 kW,Hyundai,i20,2016,Schwarz,Coupé,Super 95,no_data_about_accident,"
1.368 cm³
"
653,"
€ 9.890,-
",75.900 km,02/2016,66 kW,Hyundai,i20,2016,Limousine,Schaltgetriebe,,,no_data
654,"
€ 9.890,-
",80.842 km,07/2016,88 kW,Hyundai,i20,2016,Grau,Limousine,Super 95 / Normal/Benzin 91,,"
998 cm³
"
655,"
€ 9.898,-
",62.119 km,01/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Super 95,,"
1.248 cm³
"
656,"
€ 9.899,-
",26.340 km,08/2016,62 kW,Hyundai,i20,2016,Blau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
657,"
€ 9.899,-
",91.000 km,08/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
998 cm³
"
658,"
€ 9.900,-
",60.700 km,06/2016,74 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,no_data_about_accident,"
1.368 cm³
"
659,"
€ 9.900,-
",70.508 km,11/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,"
1.248 cm³
"
660,"
€ 9.950,-
",87.100 km,05/2016,74 kW,Hyundai,i20,2016,Weiß,Coupé,Super 95,,no_data
661,"
€ 9.950,-
",87.100 km,05/2016,74 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,,no_data
662,"
€ 9.970,-
",39.591 km,07/2016,55 kW,Hyundai,i20,2016,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
663,"
€ 9.985,-
",42.500 km,05/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,no_data
664,"
€ 9.990,-
",43.500 km,07/2016,61 kW,Hyundai,i20,2016,Rot,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
665,"
€ 9.990,-
",89.600 km,09/2016,88 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95 / Super E10 95,,"
998 cm³
"
666,"
€ 9.990,-
",59.600 km,04/2016,62 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
667,"
€ 9.990,-
",49.400 km,01/2016,74 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.368 cm³
"
668,,59.000 km,06/2016,88 kW,Hyundai,i20,2016,Schwarz,Limousine,Super 95,,no_data
669,"
€ 9.999,-
",24.600 km,05/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.248 cm³
"
670,"
€ 10.000,-
",97.500 km,05/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
998 cm³
"
671,"
€ 10.250,-
",14.635 km,06/2016,62 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,"
Ja
","
1.055 kg
"
672,"
€ 10.250,-
",26.500 km,11/2016,62 kW,Hyundai,i20,2016,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
673,"
€ 10.300,-
",87.000 km,07/2016,88 kW,Hyundai,i20,2016,Blau,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
674,"
€ 10.300,-
",86.300 km,09/2016,88 kW,Hyundai,i20,2016,Blau,Limousine,Benzin,,"
998 cm³
"
675,"
€ 10.450,-
",19.950 km,06/2016,62 kW,Hyundai,i20,2016,Braun,Limousine,Benzin,,no_data
676,"
€ 10.450,-
",20.433 km,10/2016,74 kW,Hyundai,i20,2016,Silber,Kleinwagen,Benzin,,no_data
677,"
€ 10.470,-
",53.600 km,01/2016,74 kW,Hyundai,i20,2016,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.368 cm³
"
678,"
€ 10.490,-
",66.387 km,07/2016,74 kW,Hyundai,i20,2016,Rot,Limousine,Super 95,no_data_about_accident,no_data
679,"
€ 10.490,-
",83.300 km,06/2016,88 kW,Hyundai,i20,2016,Orange,Limousine,Super 95,,"
998 cm³
"
680,"
€ 10.500,-
",53.000 km,06/2016,74 kW,Hyundai,i20,2016,Grau,Limousine,Normal/Benzin E10 91 / Normal/Benzin 91,,"
998 cm³
"
681,"
€ 10.590,-
",20.000 km,07/2016,62 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.248 cm³
"
682,"
€ 10.690,-
",19.000 km,06/2016,74 kW,Hyundai,i20,2016,Silber,Limousine,Normal/Benzin E10 91 / Super E10 95 / Normal/Benzin 91 / Super 95,"
12 Monate
","
998 cm³
"
683,"
€ 10.690,-
",34.000 km,08/2016,61 kW,Hyundai,i20,2016,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
684,"
€ 10.700,-
",48.500 km,06/2016,62 kW,Hyundai,i20,2016,Grau,Limousine,Super 95,,"
1.248 cm³
"
685,"
€ 10.780,-
",47.000 km,09/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
998 cm³
"
686,"
€ 10.799,-
",58.326 km,02/2016,88 kW,Hyundai,i20,2016,Orange,SUV/Geländewagen/Pickup,Super 95,no_data_about_accident,no_data
687,"
€ 10.850,-
",73.000 km,06/2016,88 kW,Hyundai,i20,2016,Orange,Limousine,Super E10 95 / Super Plus E10 98 / Super Plus 98,"
12 Monate
","
998 cm³
"
688,"
€ 10.990,-
",55.590 km,10/2016,74 kW,Hyundai,i20,2016,Limousine,Schaltgetriebe,,,no_data
689,"
€ 10.990,-
",68.157 km,04/2016,88 kW,Hyundai,i20,2016,Orange,Limousine,Benzin,,"
1.000 cm³
"
690,"
€ 10.990,-
",57.200 km,08/2016,88 kW,Hyundai,i20,2016,Grau,Kleinwagen,Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98,,"
998 cm³
"
691,"
€ 10.990,-
",49.900 km,11/2016,88 kW,Hyundai,i20,2016,Braun,Limousine,Super 95 / Normal/Benzin 91 / Super E10 95,,"
998 cm³
"
692,"
€ 10.990,-
",47.500 km,10/2016,74 kW,Hyundai,i20,2016,Orange,Limousine,Super E10 95,,"
1.368 cm³
"
693,"
€ 11.000,-
",71.000 km,04/2016,88 kW,Hyundai,i20,2016,Orange,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
694,,30.000 km,08/2016,74 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Benzin,,no_data
695,"
€ 11.399,-
",44.000 km,08/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,no_data_about_accident,no_data
696,"
€ 11.490,-
",37.500 km,10/2016,74 kW,Hyundai,i20,2016,Schwarz,Limousine,Super E10 95 / Normal/Benzin 91 / Normal/Benzin E10 91 / Super Plus E10 98 / Super Plus 98,"
12 Monate
","
998 cm³
"
697,"
€ 11.490,-
",26.200 km,08/2016,62 kW,Hyundai,i20,2016,Braun,Kleinwagen,Super 95,,no_data
698,"
€ 11.490,-
",52.600 km,05/2016,74 kW,Hyundai,i20,2016,Grau,Kleinwagen,Super 95,,no_data
699,"
€ 11.490,-
",43.536 km,12/2016,88 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Super 95,,"
998 cm³
"
700,"
€ 11.490,-
",54.700 km,09/2016,88 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
998 cm³
"
701,"
€ 11.500,-
",33.800 km,07/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,no_data
702,"
€ 11.500,-
",67.000 km,08/2016,62 kW,Hyundai,i20,2016,Silber,Kleinwagen,Super 95,,no_data
703,"
€ 11.599,-
",34.595 km,05/2016,88 kW,Hyundai,i20,2016,Rot,Kleinwagen,Benzin,no_data_about_accident,"
998 cm³
"
704,"
€ 11.690,-
",19.200 km,07/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Super E10 95 / Super 95,"
12 Monate
","
998 cm³
"
705,"
€ 11.790,-
",88.850 km,07/2016,88 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95 / Super E10 95 / Super Plus 98,no_data_about_accident,"
998 cm³
"
706,"
€ 11.790,-
",89.925 km,06/2016,74 kW,Hyundai,i20,2016,Rot,Kleinwagen,Super 95,,no_data
707,"
€ 11.790,-
",57.820 km,06/2016,88 kW,Hyundai,i20,2016,Blau,Kleinwagen,Super 95,no_data_about_accident,"
998 cm³
"
708,"
€ 11.865,-
",22.500 km,06/2016,74 kW,Hyundai,i20,2016,Bronze,Limousine,Super 95 / Super E10 95,,"
998 cm³
"
709,"
€ 11.900,-
",18.500 km,05/2016,74 kW,Hyundai,i20,2016,Braun,Limousine,Benzin,,"
1.197 kg
"
710,"
€ 11.930,-
",29.700 km,07/2016,55 kW,Hyundai,i20,2016,Schwarz,Limousine,Diesel (Rußpartikelfilter),,"
1.120 cm³
"
711,,65.000 km,11/2016,62 kW,Hyundai,i20,2016,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
712,"
€ 11.950,-
",39.947 km,06/2016,66 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Diesel (Rußpartikelfilter),"
Ja
","
1.240 kg
"
713,"
€ 11.980,-
",15.700 km,02/2016,74 kW,Hyundai,i20,2016,Weiß,Limousine,Super 95,,"
1.135 kg
"
714,"
€ 11.980,-
",25.000 km,11/2016,74 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Super 95,,no_data
715,"
€ 11.980,-
",21.200 km,08/2016,88 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Super 95,,"
998 cm³
"
716,"
€ 11.980,-
",33.890 km,11/2016,74 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Benzin,,no_data
717,"
€ 11.980,-
",42.600 km,04/2016,88 kW,Hyundai,i20,2016,Orange,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
718,"
€ 11.990,-
",47.297 km,03/2016,88 kW,Hyundai,i20,2016,Orange,Kleinwagen,Super 95,,no_data
719,"
€ 11.990,-
",37.700 km,01/2016,74 kW,Hyundai,i20,2016,Orange,Limousine,Super 95 / Super E10 95,no_data_about_accident,"
1.368 cm³
"
720,"
€ 12.000,-
",42.000 km,11/2016,74 kW,Hyundai,i20,2016,Grau,Limousine,Benzin,,"
998 cm³
"
721,"
€ 12.000,-
",42.000 km,11/2016,74 kW,Hyundai,i20,2016,Grau,Limousine,Benzin,,"
998 cm³
"
722,"
€ 12.000,-
",34.700 km,12/2016,88 kW,Hyundai,i20,2016,Bronze,Limousine,Benzin,,"
998 cm³
"
723,"
€ 12.480,-
",30.626 km,06/2016,88 kW,Hyundai,i20,2016,Grau,SUV/Geländewagen/Pickup,Super 95,,"
998 cm³
"
724,"
€ 12.500,-
",14.990 km,10/2016,88 kW,Hyundai,i20,2016,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.310 kg
"
725,"
€ 12.850,-
",63.170 km,06/2016,88 kW,Hyundai,i20,2016,Rot,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
726,"
€ 13.490,-
",25.879 km,07/2016,88 kW,Hyundai,i20,2016,Weiß,Kleinwagen,Normal/Benzin 91 / Super Plus 98 / Super 95,,"
998 cm³
"
727,"
€ 13.490,-
",24.253 km,10/2016,88 kW,Hyundai,i20,2016,Schwarz,Kleinwagen,Benzin,,no_data
728,"
€ 13.700,-
",53.180 km,05/2016,74 kW,Hyundai,i20,2016,Weiß,Limousine,Benzin,,"
1.368 cm³
"
729,"
€ 13.900,-
",27.000 km,04/2016,88 kW,Hyundai,i20,2016,Orange,Kleinwagen,Super 95 / Normal/Benzin 91,,"
998 cm³
"
730,"
€ 17.490,-
",8.033 km,06/2016,88 kW,Hyundai,i20,2016,Orange,Kleinwagen,Super 95,,"
998 cm³
"
731,"
€ 8.990,-
",25.800 km,10/2017,62 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Super 95,,no_data
732,"
€ 9.490,-
",43.529 km,06/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
733,"
€ 9.500,-
",51.504 km,12/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95 / Super E10 95,,"
1.248 cm³
"
734,"
€ 9.950,-
",48.300 km,12/2017,62 kW,Hyundai,i20,2017,Blau,Limousine,Super 95,,"
1.248 cm³
"
735,"
€ 10.240,-
",44.470 km,05/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,,"
1.248 cm³
"
736,"
€ 10.480,-
",49.411 km,08/2017,74 kW,Hyundai,i20,2017,Grau,Kleinwagen,Super E10 95 / Super 95,no_data_about_accident,"
998 cm³
"
737,"
€ 10.900,-
",32.778 km,01/2017,62 kW,Hyundai,i20,2017,Rot,Limousine,Super 95,,no_data
738,"
€ 11.499,-
",13.000 km,10/2017,62 kW,Hyundai,i20,2017,Grau,Kleinwagen,Super 95,,no_data
739,"
€ 8.980,-
",23.876 km,04/2017,55 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
740,"
€ 9.350,-
",68.041 km,03/2017,74 kW,Hyundai,i20,2017,Grau,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
998 cm³
"
741,"
€ 9.900,-
",33.255 km,11/2017,55 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,"
12 Monate
","
1.248 cm³
"
742,"
€ 11.190,-
",15.400 km,10/2017,74 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95,,"
1.368 cm³
"
743,"
€ 10.550,-
",36.650 km,09/2017,74 kW,Hyundai,i20,2017,Blau,Limousine,Super 95,,"
998 cm³
"
744,"
€ 10.999,-
",17.800 km,09/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Super E10 95,,"
1.248 cm³
"
745,"
€ 12.890,-
",45.200 km,05/2017,74 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,,no_data
746,"
€ 7.300,-
",69.000 km,04/2017,55 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,no_data_about_accident,no_data
747,"
€ 7.580,-
",41.445 km,07/2017,55 kW,Hyundai,i20,2017,Blau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
748,"
€ 7.777,-
",18.500 km,10/2017,74 kW,Hyundai,i20,2017,Silber,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
749,"
€ 7.900,-
",53.076 km,03/2017,55 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
750,"
€ 7.990,-
",55.000 km,11/2017,55 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super E10 95,,"
1.248 cm³
"
751,"
€ 7.990,-
",66.266 km,05/2017,55 kW,Hyundai,i20,2017,Blau,Kleinwagen,Super 95,no_data_about_accident,no_data
752,"
€ 8.080,-
",12.000 km,07/2017,62 kW,Hyundai,i20,2017,Blau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
753,"
€ 8.080,-
",12.000 km,07/2017,62 kW,Hyundai,i20,2017,Blau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
754,"
€ 8.200,-
",42.000 km,10/2017,62 kW,Hyundai,i20,2017,Braun,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
755,"
€ 8.400,-
",25.795 km,10/2017,55 kW,Hyundai,i20,2017,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
756,"
€ 8.490,-
",28.100 km,08/2017,62 kW,Hyundai,i20,2017,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
757,"
€ 8.490,-
",47.996 km,09/2017,55 kW,Hyundai,i20,2017,Silber,Kleinwagen,Super 95,,no_data
758,"
€ 8.490,-
",65.000 km,01/2017,55 kW,Hyundai,i20,2017,Weiß,Sonstige,Super 95,,"
1.055 kg
"
759,"
€ 8.499,-
",67.148 km,07/2017,62 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,,no_data
760,"
€ 8.499,-
",54.700 km,02/2017,55 kW,Hyundai,i20,2017,Silber,Limousine,Super 95,,no_data
761,"
€ 8.590,-
",57.315 km,03/2017,55 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
762,"
€ 8.750,-
",37.000 km,07/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
763,"
€ 8.790,-
",47.400 km,03/2017,55 kW,Hyundai,i20,2017,Weiß,Limousine,Normal/Benzin E10 91 / Super 95,no_data_about_accident,"
1.248 cm³
"
764,"
€ 8.850,-
",39.985 km,12/2017,74 kW,Hyundai,i20,2017,Braun,Kleinwagen,Benzin,,no_data
765,"
€ 8.890,-
",27.842 km,06/2017,55 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,"
06/2020
","
1.248 cm³
"
766,"
€ 8.890,-
",44.700 km,05/2017,62 kW,Hyundai,i20,2017,Schwarz,Sonstige,Super 95,no_data_about_accident,"
1.248 cm³
"
767,"
€ 8.900,-
",17.000 km,09/2017,55 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
768,"
€ 8.900,-
",59.990 km,03/2017,55 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,,no_data
769,"
€ 8.950,-
",35.896 km,01/2017,74 kW,Hyundai,i20,2017,Silber,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
770,"
€ 8.950,-
",36.000 km,07/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
771,"
€ 8.990,-
",73.268 km,06/2017,74 kW,Hyundai,i20,2017,Braun,Limousine,Benzin,,no_data
772,"
€ 8.990,-
",43.500 km,02/2017,62 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Super 95,,no_data
773,"
€ 8.990,-
",40.500 km,02/2017,55 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,no_data_about_accident,no_data
774,"
€ 8.990,-
",41.570 km,09/2017,55 kW,Hyundai,i20,2017,Grau,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,"
1.248 cm³
"
775,,27.600 km,06/2017,55 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
